SENDER_ID	SITE_ID	AGENCY	SITE_NAME	DIRECTORY_PATH	SUB_DIRECTORY_PATH
MNSTEVENSJA	24002	66	MN_MNSTATE	project\vine\mn\mnstate	mnstevensja
MNSWIFTJA	24002	67	MN_MNSTATE	project\vine\mn\mnstate	mnswiftja
MNTODDJA	24002	68	MN_MNSTATE	project\vine\mn\mnstate	mntoddja
MNTRAVERSEJA	24002	69	MN_MNSTATE	project\vine\mn\mnstate	
MNWABASHAJA	24002	70	MN_MNSTATE	project\vine\mn\mnstate	mnwabashaja
MNWADENAJA	24002	71	MN_MNSTATE	project\vine\mn\mnstate	mnwadenaja
MNWASECAJA	24002	72	MN_MNSTATE	project\vine\mn\mnstate	mnwasecaja
MNWASHINGTONJA	24002	73	MN_MNSTATE	project\vine\mn\mnstate	mnwashingtonja
MNWATONWANJA	24002	74	MN_MNSTATE	project\vine\mn\mnstate	mnwatonwanja
MNWILKINJA	24002	75	MN_MNSTATE	project\vine\mn\mnstate	mnwilkinja
MNWINONAJA	24002	76	MN_MNSTATE	project\vine\mn\mnstate	mnwinonaja
MNWRIGHTJA	24002	77	MN_MNSTATE	project\vine\mn\mnstate	mnwrightja
MNYELLOWMEDICINEJA	24002	78	MN_MNSTATE	project\vine\mn\mnstate	mnyellowmedicineja
MNDOC	24002	900	MN_MNSTATE	project\vine\mn\mnstate	mndoc
MNSTATEWIDE	24002	999	MN_MNSTATE	project\vine\mn\mnstate	
MNAITKINCT	24002	301	MN_MNSTATE	project\vine\mn\mnstate	
MNANOKACT	24002	302	MN_MNSTATE	project\vine\mn\mnstate	
MNBECKERCT	24002	303	MN_MNSTATE	project\vine\mn\mnstate	
MNBELTRAMICT	24002	304	MN_MNSTATE	project\vine\mn\mnstate	
MNBENTONCT	24002	305	MN_MNSTATE	project\vine\mn\mnstate	
MNBLUEEARTHCT	24002	306	MN_MNSTATE	project\vine\mn\mnstate	
MNBROWNCT	24002	307	MN_MNSTATE	project\vine\mn\mnstate	
MNCARLTONCT	24002	308	MN_MNSTATE	project\vine\mn\mnstate	
MNCARVERCT	24002	309	MN_MNSTATE	project\vine\mn\mnstate	
MNCASSCT	24002	310	MN_MNSTATE	project\vine\mn\mnstate	
MNCHIPPEWACT	24002	311	MN_MNSTATE	project\vine\mn\mnstate	
MNCHISAGOCT	24002	312	MN_MNSTATE	project\vine\mn\mnstate	
MNCLAYCT	24002	313	MN_MNSTATE	project\vine\mn\mnstate	
MNCLEARWATERCT	24002	314	MN_MNSTATE	project\vine\mn\mnstate	
MNCOOKCT	24002	315	MN_MNSTATE	project\vine\mn\mnstate	
MNCOTTONWOODCT	24002	316	MN_MNSTATE	project\vine\mn\mnstate	
MNCROWWINGCT	24002	317	MN_MNSTATE	project\vine\mn\mnstate	
MNDAKOTACT	24002	318	MN_MNSTATE	project\vine\mn\mnstate	
MNDOUGLASCT	24002	319	MN_MNSTATE	project\vine\mn\mnstate	
MNFARIBAULTCT	24002	320	MN_MNSTATE	project\vine\mn\mnstate	
MNFILLMORECT	24002	321	MN_MNSTATE	project\vine\mn\mnstate	
MNFREEBORNCT	24002	322	MN_MNSTATE	project\vine\mn\mnstate	
MNGOODHUECT	24002	323	MN_MNSTATE	project\vine\mn\mnstate	
MNHENNEPINCT	24002	324	MN_MNSTATE	project\vine\mn\mnstate	
MNHOUSTONCT	24002	325	MN_MNSTATE	project\vine\mn\mnstate	
MNHUBBARDCT	24002	326	MN_MNSTATE	project\vine\mn\mnstate	
MNISANTICT	24002	327	MN_MNSTATE	project\vine\mn\mnstate	
MNITASCACT	24002	328	MN_MNSTATE	project\vine\mn\mnstate	
MNJACKSONCT	24002	329	MN_MNSTATE	project\vine\mn\mnstate	
MNKANABECCT	24002	330	MN_MNSTATE	project\vine\mn\mnstate	
MNKANDIYOHICT	24002	331	MN_MNSTATE	project\vine\mn\mnstate	
MNKITTSONCT	24002	332	MN_MNSTATE	project\vine\mn\mnstate	
MNKOOCHICHINGCT	24002	333	MN_MNSTATE	project\vine\mn\mnstate	
MNLACQUIPARLECT	24002	334	MN_MNSTATE	project\vine\mn\mnstate	
MNLAKECT	24002	335	MN_MNSTATE	project\vine\mn\mnstate	
MNLAKEOFWOODSCT	24002	336	MN_MNSTATE	project\vine\mn\mnstate	
MNLESUERCT	24002	337	MN_MNSTATE	project\vine\mn\mnstate	
MNLINCOLNCT	24002	338	MN_MNSTATE	project\vine\mn\mnstate	
MNLYONCT	24002	339	MN_MNSTATE	project\vine\mn\mnstate	
MNMAHNOMENCT	24002	340	MN_MNSTATE	project\vine\mn\mnstate	
MNMARTINCT	24002	341	MN_MNSTATE	project\vine\mn\mnstate	
MNMCLEODCT	24002	342	MN_MNSTATE	project\vine\mn\mnstate	
MNMEEKERCT	24002	343	MN_MNSTATE	project\vine\mn\mnstate	
MNMILLELACSCT	24002	344	MN_MNSTATE	project\vine\mn\mnstate	
MNMORRISONCT	24002	345	MN_MNSTATE	project\vine\mn\mnstate	
MNMOWERCT	24002	346	MN_MNSTATE	project\vine\mn\mnstate	
MNMURRAYCT	24002	347	MN_MNSTATE	project\vine\mn\mnstate	
MNNICOLLETCT	24002	348	MN_MNSTATE	project\vine\mn\mnstate	
MNNOBLESCT	24002	349	MN_MNSTATE	project\vine\mn\mnstate	
MNOLMSTEDCT	24002	350	MN_MNSTATE	project\vine\mn\mnstate	
MNOTTERTAILCT	24002	351	MN_MNSTATE	project\vine\mn\mnstate	
MNPINECT	24002	352	MN_MNSTATE	project\vine\mn\mnstate	
MNPIPESTONECT	24002	353	MN_MNSTATE	project\vine\mn\mnstate	
MNPOLKCT	24002	354	MN_MNSTATE	project\vine\mn\mnstate	
MNRAMSEYCT	24002	355	MN_MNSTATE	project\vine\mn\mnstate	
MNREDWOODCT	24002	356	MN_MNSTATE	project\vine\mn\mnstate	
MNRENVILLECT	24002	357	MN_MNSTATE	project\vine\mn\mnstate	
MNRICECT	24002	358	MN_MNSTATE	project\vine\mn\mnstate	
MNROSEAUCT	24002	359	MN_MNSTATE	project\vine\mn\mnstate	
MNSCOTTCT	24002	360	MN_MNSTATE	project\vine\mn\mnstate	
MNSHERBURNECT	24002	361	MN_MNSTATE	project\vine\mn\mnstate	
MNSIBLEYCT	24002	362	MN_MNSTATE	project\vine\mn\mnstate	
MNSTLOUISCT	24002	363	MN_MNSTATE	project\vine\mn\mnstate	
MNSTEARNSCT	24002	364	MN_MNSTATE	project\vine\mn\mnstate	
MNSTEELECT	24002	365	MN_MNSTATE	project\vine\mn\mnstate	
MNSTEVENSCT	24002	366	MN_MNSTATE	project\vine\mn\mnstate	
MNSWIFTCT	24002	367	MN_MNSTATE	project\vine\mn\mnstate	
MNTODDCT	24002	368	MN_MNSTATE	project\vine\mn\mnstate	
MNTRAVERSECT	24002	369	MN_MNSTATE	project\vine\mn\mnstate	
MNWABASHACT	24002	370	MN_MNSTATE	project\vine\mn\mnstate	
MNWADENACT	24002	371	MN_MNSTATE	project\vine\mn\mnstate	
MNWASECACT	24002	372	MN_MNSTATE	project\vine\mn\mnstate	
MNWASHINGTONCT	24002	373	MN_MNSTATE	project\vine\mn\mnstate	
MNWATOWANCT	24002	374	MN_MNSTATE	project\vine\mn\mnstate	
MNWILKINCT	24002	375	MN_MNSTATE	project\vine\mn\mnstate	
MNWINONACT	24002	376	MN_MNSTATE	project\vine\mn\mnstate	
MNWRIGHTCT	24002	377	MN_MNSTATE	project\vine\mn\mnstate	
MNYELLOWMEDCT	24002	378	MN_MNSTATE	project\vine\mn\mnstate	
OKTULSAJA	37001	1	OK_TULSA	project\vine\ok\oktulsaja	
ILEDWARDSCT	14004	46	IL_ILSTATE	project\vine\il\ilstate	iledwardsct
ILFAYETTEJA	14004	49	IL_ILSTATE	project\vine\il\ilstate	ilfayetteja
ILFRANKLINJA	14004	53	IL_ILSTATE	project\vine\il\ilstate	ilfranklinja
ILGALLATINJA	14004	57	IL_ILSTATE	project\vine\il\ilstate	
ILGREENECT	14004	60	IL_ILSTATE	project\vine\il\ilstate	ilgreenect
ILHARDINCT	14004	68	IL_ILSTATE	project\vine\il\ilstate	ilhardinct
ILHENRYJA	14004	71	IL_ILSTATE	project\vine\il\ilstate	ilhenryja
ILJACKSONJA	14004	75	IL_ILSTATE	project\vine\il\ilstate	iljacksonja
ILCASSJA	14004	17	IL_ILSTATE	project\vine\il\ilstate	
MNLAKEJA	24002	35	MN_MNSTATE	project\vine\mn\mnstate	mnlakeja
MNLINCOLNJA	24002	38	MN_MNSTATE	project\vine\mn\mnstate	mnlincolnja
MNMEEKERJA	24002	43	MN_MNSTATE	project\vine\mn\mnstate	mnmeekerja
MNMORRISONJA	24002	45	MN_MNSTATE	project\vine\mn\mnstate	mnmorrisonja
MNOTTERTAILJA	24002	51	MN_MNSTATE	project\vine\mn\mnstate	mnottertailja
MNREDWOODJA	24002	56	MN_MNSTATE	project\vine\mn\mnstate	mnredwoodja
CO19JDCTC	6719	1	CO_CALL2COURT		
ORMULTNOMAHJA	38000	25	OR_ORSTATE	project\vine\or\orstate	ormultnomahja
ORUMATILLAJA	38000	29	OR_ORSTATE	project\vine\or\orstate	orumatillaja
ILCLINTONJA	14004	27	IL_ILSTATE	project\vine\il\ilstate	ilclintonja
ORLINCOLNJA	38000	21	OR_ORSTATE	project\vine\or\orstate	orlincolnja
NHROCKINGHAMJA	30001	1	NH_ROCKINGHAM	project\vine\nh\nhrockinghamja	
MICRAWFORDJA	23005	20	MI_MISTATE	project\vine\mi\mistate	micrawfordja
MIMANISTEEPA	23005	151	MI_MISTATE	project\vine\mi\mistate	mimanisteepa
MISTCLAIRPA	23005	842	MI_MISTATE	project\vine\mi\mistate	mistclairpa
MIWASHTENAWJA	23005	80	MI_MISTATE	project\vine\mi\mistate	miwashtenawja
MIANTRJA	23005	5	MI_MISTATE	project\vine\mi\mistate	miantrimja
MIALPENAPA	23005	104	MI_MISTATE	project\vine\mi\mistate	mialpenapa
MIARENACJA	23005	6	MI_MISTATE	project\vine\mi\mistate	miarenacja
MIARENPR	23005	106	MI_MISTATE	project\vine\mi\mistate	miarenacpa
MIBARAPR	23005	828	MI_MISTATE	project\vine\mi\mistate	mibaragapa
MIBERRIEN	23005	11	MI_MISTATE	project\vine\mi\mistate	miberrianja
MICLAREJA	23005	18	MI_MISTATE	project\vine\mi\mistate	miclareja
MICLINTONPA	23005	829	MI_MISTATE	project\vine\mi\mistate	miclintonpa
MICRAWFORDPR	23005	120	MI_MISTATE	project\vine\mi\mistate	micrawfordpa
MIDELTAJA	23005	21	MI_MISTATE	project\vine\mi\mistate	mideltaja
MIDELTAPA	23005	831	MI_MISTATE	project\vine\mi\mistate	mideltapa
MIDICKINSONJA	23005	22	MI_MISTATE	project\vine\mi\mistate	midickinsonja
MIGRANJA	23005	28	MI_MISTATE	project\vine\mi\mistate	migrandtraverseja
CHESVINE	47002	1	VA_CHESVINE	va\chesvine	
MIHOUGPR	23005	131	MI_MISTATE	project\vine\mi\mistate	mihoughtonpa
MIINGHAMJA	23005	33	MI_MISTATE	project\vine\mi\mistate	miinghamja
MIIONIAPA	23005	134	MI_MISTATE	project\vine\mi\mistate	miioniapa
MIIOSCJA	23005	35	MI_MISTATE	project\vine\mi\mistate	miioscoja
MIIRONJA	23005	36	MI_MISTATE	project\vine\mi\mistate	miironja
MIKALAMAZOOJA	23005	39	MI_MISTATE	project\vine\mi\mistate	mikalamazooja
MIKENTJA	23005	41	MI_MISTATE	project\vine\mi\mistate	mikentja
MIKEWEJA	23005	42	MI_MISTATE	project\vine\mi\mistate	mikeweenawja
MILAKEJA	23005	43	MI_MISTATE	project\vine\mi\mistate	milakeja
MILAPEJA	23005	44	MI_MISTATE	project\vine\mi\mistate	milapeerja
MILUCEPR	23005	835	MI_MISTATE	project\vine\mi\mistate	milucepa
MIMACKINACJA	23005	49	MI_MISTATE	project\vine\mi\mistate	mimackinacja
MIMANISTEEJA	23005	51	MI_MISTATE	project\vine\mi\mistate	mimanisteeja
MIMECOSTAJA	23005	54	MI_MISTATE	project\vine\mi\mistate	mimecostaja
MIMECOPR	23005	836	MI_MISTATE	project\vine\mi\mistate	mimecostapa
MIMISSAUKEEJA	23005	57	MI_MISTATE	project\vine\mi\mistate	mimissaukeeja
MIMUSKEGONJA	23005	61	MI_MISTATE	project\vine\mi\mistate	mimuskegonja
MIMUSKEGONPA	23005	161	MI_MISTATE	project\vine\mi\mistate	mimuskegonpa
MIOAKLJA	23005	63	MI_MISTATE	project\vine\mi\mistate	mioaklandja
MIOGEMJA	23005	65	MI_MISTATE	project\vine\mi\mistate	miogemawja
MIONTONAGONJA	23005	66	MI_MISTATE	project\vine\mi\mistate	miontonagonja
MIOTTAWAJA	23005	69	MI_MISTATE	project\vine\mi\mistate	miottawaja
MIPUTNJA	23005	880	MI_MISTATE	project\vine\mi\mistate	miputnamja
MIROSCOMMONJA	23005	71	MI_MISTATE	project\vine\mi\mistate	miroscommonja
MIROSCOMMONPA	23005	839	MI_MISTATE	project\vine\mi\mistate	miroscommonpa
MISEVIJA	23005	887	MI_MISTATE	project\vine\mi\mistate	misevierja
MISTCLJA	23005	73	MI_MISTATE	project\vine\mi\mistate	mistclairja
MISTJOJA	23005	74	MI_MISTATE	project\vine\mi\mistate	mistjosephja
MISULLJA	23005	890	MI_MISTATE	project\vine\mi\mistate	misullivanja
MIWEXFORDJA	23005	82	MI_MISTATE	project\vine\mi\mistate	miwexfordja
MIEMMETJA	23005	24	MI_MISTATE	project\vine\mi\mistate	miemmetja
MIMONROEJA	23005	58	MI_MISTATE	project\vine\mi\mistate	mimonroeja
MIALLEGANJA	23005	3	MI_MISTATE	project\vine\mi\mistate	mialleganja
MIALGERJA	23005	2	MI_MISTATE	project\vine\mi\mistate	mialgerja
MIGLADWINPR	23005	126	MI_MISTATE	project\vine\mi\mistate	migladwinpa
MILEELANAUPR	23005	145	MI_MISTATE	project\vine\mi\mistate	mileelanaupa
MIMENOMINEEJA	23005	55	MI_MISTATE	project\vine\mi\mistate	mimenomineeja
MIMONTMORENCYJA	23005	60	MI_MISTATE	project\vine\mi\mistate	mimontmorencyja
MISANILACPA	23005	840	MI_MISTATE	project\vine\mi\mistate	misanilacpa
MODOCOLD	25001	1	MO_MODOC	mo\modoc	
MIBENZIEJA	23005	10	MI_MISTATE	project\vine\mi\mistate	mibenzieja
MIHUROJA	23005	32	MI_MISTATE	project\vine\mi\mistate	mihuronja
MIOSCEJA	23005	83	MI_MISTATE	project\vine\mi\mistate	miosceolaja
MISCHOJA	23005	76	MI_MISTATE	project\vine\mi\mistate	mischoolcraftja
MIVANBURENJA	23005	79	MI_MISTATE	project\vine\mi\mistate	mivanburenja
OHGREENEJA	36001	162	OH_OHSTATE	project\vine\oh\ohstate	ohgreeneja
ARCLEVELANDPR	4999	30	AR_ARSTATE	project\vine\ar\arstate	
ARCRITTENDENPR	4999	42	AR_ARSTATE	project\vine\ar\arstate	arcrittendenpr
AREASTARKANSASJA	4999	101	AR_ARSTATE	project\vine\ar\arstate	areastarkansasja
ARGRANTPR	4999	62	AR_ARSTATE	project\vine\ar\arstate	argrantpr
ARHOWARDPR	4999	70	AR_ARSTATE	project\vine\ar\arstate	arhowardpr
ARLAWRENCEPR	4999	98	AR_ARSTATE	project\vine\ar\arstate	arlawrencepr
ARMADISONPR	4999	115	AR_ARSTATE	project\vine\ar\arstate	armadisonpr
ARRANDOLPHJA	4999	161	AR_ARSTATE	project\vine\ar\arstate	arrandolphja
ARUNIONJA	4999	181	AR_ARSTATE	project\vine\ar\arstate	arunionja
OHJEFFERSONJA	36001	175	OH_OHSTATE	project\vine\oh\ohstate	ohjeffersonja
NEMORRILLJA	28000	472	NE_NESTATE	project\vine\ne\nestate	nemorrillja
VADOC	47004	1	VA_VADOC	project\vine\va\vadoc	
ARCRAIGHEADPR	4999	37	AR_ARSTATE	project\vine\ar\arstate	craipr
ARFULTONPR	4999	58	AR_ARSTATE	project\vine\ar\arstate	arfultonpr
OHMORGJA	36001	192	OH_OHSTATE	project\vine\oh\ohstate	ohmorganja
OHWYANDOTJA	36001	222	OH_OHSTATE	project\vine\oh\ohstate	ohwyandotja
OHCARROLLJA	36001	143	OH_OHSTATE	project\vine\oh\ohstate	ohcarrollja
NCAVERYPR	34003	1005	NC_STATE	project\vine\nc\ncstate	ncaverypr
NCCASWELLPR	34003	1016	NC_STATE	project\vine\nc\ncstate	nccaswellpr
NCDAVIEPR	34003	1029	NC_STATE	project\vine\nc\ncstate	ncdaviepr
NCGUILFORDPR	34003	1040	NC_STATE	project\vine\nc\ncstate	ncguilfordpr
NCMECKLENBURGPR	34003	1060	NC_STATE	project\vine\nc\ncstate	ncmecklenburgpr
NCPOLKPR	34003	1075	NC_STATE	project\vine\nc\ncstate	ncpolkpr
NCWATAUGAJA	34003	96	NC_STATE	project\vine\nc\ncstate	ncwataugaja
NCPITTJA	34003	75	NC_STATE	project\vine\nc\ncstate	ncpittja
NCGUILFORDJA	34003	42	NC_STATE	project\vine\nc\ncstate	ncguilfordja
NYTOMPKINSJA	33004	454	NY_NYSTATE	project\vine\ny\nystate	nytompkinsja
NYSENECAJA	33004	449	NY_NYSTATE	project\vine\ny\nystate	nysenecaja
MIIOSCOPA	23005	135	MI_MISTATE	project\vine\mi\mistate	miioscopa
MDKENTCIRC	21999	39	MD_MDSTATE	project\vine\md\mdstate	
MDCECILJA	21999	8	MD_MDSTATE	project\vine\md\mdstate	mdcecilja
MDALLEGANYCIRC	21999	25	MD_MDSTATE	project\vine\md\mdstate	
KYHARDINJA	18000	47	KY_KYSTATE	project\vine\ky\kystate	kyhardinja
NEPIERCEJA	28000	523	NE_NESTATE	project\vine\ne\nestate	nepierceja
NEDOUGLASJA	28000	220	NE_NESTATE	project\vine\ne\nestate	nedouglasja
AR0060100	4999	203	AR_ARSTATE	project\vine\ar\arstate	
ARLAFAYETTEPR	4999	96	AR_ARSTATE	project\vine\ar\arstate	arlafayettepr
ARLEEPR	4999	100	AR_ARSTATE	project\vine\ar\arstate	arleepr
ARMONROEJA	4999	126	AR_ARSTATE	project\vine\ar\arstate	armonroeja
ILCHRISTIANJA	14004	21	IL_ILSTATE	project\vine\il\ilstate	ilchristianja
ILFORDJA	14004	51	IL_ILSTATE	project\vine\il\ilstate	ilfordja
MNANOKAJA	24002	2	MN_MNSTATE	project\vine\mn\mnstate	mnanokaja
MNITASCAJA	24002	28	MN_MNSTATE	project\vine\mn\mnstate	mnitascaja
MILIVINGSTONJA	23005	47	MI_MISTATE	project\vine\mi\mistate	milivingstonja
MIHURONPA	23005	833	MI_MISTATE	project\vine\mi\mistate	mihuronpa
MIMONTCALMPA	23005	159	MI_MISTATE	project\vine\mi\mistate	mimontcalmpa
ARDREWPR	4999	51	AR_ARSTATE	project\vine\ar\arstate	ardrewpr
ARSALINEPR	4999	166	AR_ARSTATE	project\vine\ar\arstate	arsalinepr
AR046025C	4999	121	AR_ARSTATE	project\vine\ar\arstate	
ARCRAIGHEADJA	4999	36	AR_ARSTATE	project\vine\ar\arstate	arcraigheadja
MDWASHINGTONJA	21999	22	MD_MDSTATE	project\vine\md\mdstate	mdwashingtonja
KYHARLANJA	18000	48	KY_KYSTATE	project\vine\ky\kystate	kyharlanja
KYJOHNSONJA	18000	58	KY_KYSTATE	project\vine\ky\kystate	kyjohnsonja
KYMARIONJA	18000	78	KY_KYSTATE	project\vine\ky\kystate	kymarionja
KYNELSONJA	18000	90	KY_KYSTATE	project\vine\ky\kystate	kynelsonja
SCDOC	41900	1	SC_DOC	project\vine\sc\scdoc	
CASANFRANCISCOJL	5003	1	CA_SANFRAN	project\vine\ca\sanfran	
CAFRESNOJA	5013	1	CA_FRESNO	project\vine\ca\cafresnoja	
CASANTAANAJA	5014	1	CA_SANTAANA	project\vine\ca\casantaanaja	
MIALLEGANPR	23005	103	MI_MISTATE	project\vine\mi\mistate	mialleganpa
GADEKALBJA	11043	1	GA_GADEKALB	project\vine\ga\gadekalbja	
CASANBERNARDINOJA	5006	1	CA_SANBERN	project\vine\ca\casanbernardinoja	
PASTCCIS	39001	1	PA_PASTCCIS	pa\pastccis	
CASACRAMENTOJA	5008	1	CA_SACRAMEN	project\vine\ca\casacramentoja	
ILFORDCT	14004	52	IL_ILSTATE	project\vine\il\ilstate	ilfordct
AZJDOC	3001	1	AZ_AZJDOC	az\azjdoc	
PIMA	3002	1	AZ_PIMA	az\pima	
MARICOPA	3005	1	AZ_MARICOPA	az\maricopa	
AZGLENDALEJA	3006	1	AZ_GLENDALE	project\vine\az\azglendaleja	
CAALAMEDAJA	5001	1	CA_ALAMEDA	project\vine\ca\caalamedaja	
CASANTACLARAJA	5002	1	CA_SANTACLARA	project\vine\ca\casantaclaraja	
CAKINGSJA	5005	1	CA_KINGS	project\vine\ca\cakingsja	
CAMENDOCINOJA	5009	1	CA_MENDOCINO	project\vine\ca\camendocinoja	
HILLBGH	10002	1	FL_HILLBGH	project\vine\fl\hillbgh	
DADE	10003	1	FL_MIAMIDADE	project\vine\fl\flmiamidade	flmiamidadect
FLHILLSBOROUGHCT	10005	1	FL_HILLSBOROUGH_SAO	project\vine\fl\flhillsboroughct	
NEPHOTO	28500	1	NE_PHOTO	project\vine\ne\nephoto	nephoto
PASSAIC	31003	1	NJ_PASSAIC	nj\passaic	
GACLARKEJA	11001	1	GA_CLARKE	project\vine\ga\gaclarkeja	
GADOC	11003	1	GA_GADOC_TEST	project\vine\ga\gadoc	
ILWILL	14002	99	IL_WILL	il\will	
INMARION	15001	1	IN_MARION	project\vine\in\inmarion	
LASHREPOT	19001	1	LA_CADDO	la\caddo	
MIWAYNE	23002	81	MI_WAYNE	mi\wayne	
MNSCOTT	24001	1	MN_SCOTT	mn\scott	
MORRIS	31002	1	NJ_MORRIS	project\vine\nj\njmorrisja	
MONMOUTH	31004	1	NJ_MONMOUTH	nj\monmouth	
OHTCRJJA	36001	47	OH_OHSTATE	project\vine\oh\ohstate	ohtcrj
ORMARION	38001	1	OR_MARION	or\marion	
SCORANGE	41002	1	SC_ORANGEBG	sc\orangebg	
TNDAVIDSONJA	43003	1	TN_DAVIDSON	project\vine\tn\tndavidson	tndavidsonja
BEXAR	44002	1	TX_BEXAR	tx\bexar	
CHESCARE	47001	1	VA_CHESCARE	va\chescare	
NORFOLKCARE	47003	1	VA_NORFOLKCARE	va\norfolkcar	
WAPIERCE	48001	1	WA_PIERCE	project\vine\wa\wapierceja	
OHTPO	36702	1	OH_TPO	oh\tpo	
OHTPOCUYACM	36702	2	OH_TPO	oh\tpo	
OHTPOCUYADR	36702	3	OH_TPO	oh\tpo	
OHTPOCUYAEC	36702	4	OH_TPO	oh\tpo	
OHTPOCUYASH	36702	5	OH_TPO	oh\tpo	
OHTPOVINEWS	36702	6	OH_TPO	oh\tpo	
OHTPOWS1	36702	7	OH_TPO	oh\tpo	
CAMERCED	5099	1	CA_MULTICO	project\vine\ca\multico	
MDQUEENDIST	21999	66	MD_MDSTATE	project\vine\md\mdstate	
MDMONTGOMERYDIST	21999	64	MD_MDSTATE	project\vine\md\mdstate	
MDWORCESTERCIRC	21999	48	MD_MDSTATE	project\vine\md\mdstate	
MDJISDC	21999	171	MD_MDSTATE	project\vine\md\mdstate	mdjisdc
MICHARLEVOIXPR	23005	115	MI_MISTATE	project\vine\mi\mistate	micharlevoixpa
MIINGHAMPA	23005	133	MI_MISTATE	project\vine\mi\mistate	miinghampa
MIOGEMAWPA	23005	165	MI_MISTATE	project\vine\mi\mistate	miogemawpa
MIOSCOPR	23005	838	MI_MISTATE	project\vine\mi\mistate	mioscodapa
MISAGIPR	23005	172	MI_MISTATE	project\vine\mi\mistate	misaginawpa
ELINKMON	91	1	TEST2	project\vine\test\voxtest2	
RASIPMON	91	2	TEST2	project\vine\test\voxtest2	
RASNMMON	91	3	TEST2	project\vine\test\voxtest2	
COMMTEST	93	1	TEST4	project\vine\test\voxtest4	
FLPALMBEACHJA	10008	1	FL_PALMBEACH	project\vine\fl\flpalmbeachja	
MDUCSCC	21999	170	MD_MDSTATE	project\vine\md\mdstate	mducscc
KYOHIOJA	18000	92	KY_KYSTATE	project\vine\ky\kystate	kyohioja
MIKALKASKAJA	23005	40	MI_MISTATE	project\vine\mi\mistate	mikalkaskaja
ARLITTLERIVER2PR	4999	495	AR_ARSTATE	project\vine\ar\arstate	
ILCASSCT	14004	18	IL_ILSTATE	project\vine\il\ilstate	ilcassct
ARPOLKJA_2	104999	146	AR_ARSTATE_1	project\vine\ar\arstate_1	arpolkja_2
ARPOLKPR_2	104999	147	AR_ARSTATE_1	project\vine\ar\arstate_1	arpolkpr_2
ARPOPEJA_2	104999	149	AR_ARSTATE_1	project\vine\ar\arstate_1	arpopeja_2
ARPOPEPR_2	104999	150	AR_ARSTATE_1	project\vine\ar\arstate_1	arpopepr_2
ARPULAJA_2	104999	154	AR_ARSTATE_1	project\vine\ar\arstate_1	arpulaja_2
ARPULAPR_2	104999	156	AR_ARSTATE_1	project\vine\ar\arstate_1	arpulapr_2
ARUNIOJA_2	104999	181	AR_ARSTATE_1	project\vine\ar\arstate_1	arunioja_2
ARUNIOPR_2	104999	182	AR_ARSTATE_1	project\vine\ar\arstate_1	aruniopr_2
ARGREEJA_2	104999	63	AR_ARSTATE_1	project\vine\ar\arstate_1	argreeja_2
ARGREEPR_2	104999	64	AR_ARSTATE_1	project\vine\ar\arstate_1	argreepr_2
ARHOTSJA_2	104999	67	AR_ARSTATE_1	project\vine\ar\arstate_1	arhotsja_2
ARHOTSPR_2	104999	68	AR_ARSTATE_1	project\vine\ar\arstate_1	arhotspr_2
ARAG_2	104999	81	AR_ARSTATE_1	project\vine\ar\arstate_1	arag_2
ARJEFFJA_2	104999	82	AR_ARSTATE_1	project\vine\ar\arstate_1	arjeffja_2
ARJEFFPR_2	104999	84	AR_ARSTATE_1	project\vine\ar\arstate_1	arjeffpr_2
ARDOC_1	104999	86	AR_ARSTATE_1	project\vine\ar\arstate_1	ardoc
MOADAIRJA	26000	1	MO_STATE	project\vine\mo\mostate	moadairja
MOAUDRAINJA	26000	4	MO_STATE	project\vine\mo\mostate	moaudrainja
MOBARRYJA	26000	5	MO_STATE	project\vine\mo\mostate	mobarryja
MOBARTONJA	26000	6	MO_STATE	project\vine\mo\mostate	mobartonja
MOBATESJA	26000	7	MO_STATE	project\vine\mo\mostate	mobatesja
MOBENTONJA	26000	8	MO_STATE	project\vine\mo\mostate	mobentonja
MOBOLLINGERJA	26000	9	MO_STATE	project\vine\mo\mostate	mobollingerja
MOBUTLERJA	26000	12	MO_STATE	project\vine\mo\mostate	mobutlerja
MOCALDWELLJA	26000	13	MO_STATE	project\vine\mo\mostate	mocaldwellja
MOCALLAWAYJA	26000	14	MO_STATE	project\vine\mo\mostate	mocallawayja
MOCAMDENJA	26000	15	MO_STATE	project\vine\mo\mostate	mocamdenja
MOCAPEGIRARDEAUJA	26000	16	MO_STATE	project\vine\mo\mostate	mocapegirardeauja
MOCARROLLJA	26000	17	MO_STATE	project\vine\mo\mostate	mocarrollja
MOCASSJA	26000	19	MO_STATE	project\vine\mo\mostate	mocassja
MOCEDARJA	26000	20	MO_STATE	project\vine\mo\mostate	mocedarja
MOCHARITONJA	26000	21	MO_STATE	project\vine\mo\mostate	mocharitonja
MOCLARKJA	26000	23	MO_STATE	project\vine\mo\mostate	moclarkja
MOCLAYJA	26000	24	MO_STATE	project\vine\mo\mostate	moclayja
MOCLINTONJA	26000	25	MO_STATE	project\vine\mo\mostate	moclintonja
MOCOOPERJA	26000	27	MO_STATE	project\vine\mo\mostate	mocooperja
MODADEJA	26000	29	MO_STATE	project\vine\mo\mostate	modadeja
MODALLASJA	26000	30	MO_STATE	project\vine\mo\mostate	modallasja
MODEKALBJA	26000	32	MO_STATE	project\vine\mo\mostate	modekalbja
