SENDER_ID	SITE_ID	AGENCY	SITE_NAME	DIRECTORY_PATH	SUB_DIRECTORY_PATH
UTD2MORGANCT_DEMO	200	307	STDVINEDEMO	project\vine\sv\stdvinedemo	utd2morganct
UTD2OGDENCT_DEMO	200	308	STDVINEDEMO	project\vine\sv\stdvinedemo	utd2ogdenct
UTD3SALTLAKECT_DEMO	200	309	STDVINEDEMO	project\vine\sv\stdvinedemo	utd3saltlakect
UTD3SANDYCT_DEMO	200	310	STDVINEDEMO	project\vine\sv\stdvinedemo	utd3sandyct
UTD3SILVERSUMMITCT_DEMO	200	311	STDVINEDEMO	project\vine\sv\stdvinedemo	utd3silversummitct
UTD3TOOELECT_DEMO	200	312	STDVINEDEMO	project\vine\sv\stdvinedemo	utd3tooelect
UTD3WESTVALLEYCT_DEMO	200	313	STDVINEDEMO	project\vine\sv\stdvinedemo	utd3westvalleyct
UTD4AMERICANFORKCT_DEMO	200	314	STDVINEDEMO	project\vine\sv\stdvinedemo	utd4americanforkct
UTD4HEBERCT_DEMO	200	315	STDVINEDEMO	project\vine\sv\stdvinedemo	utd4heberct
UTD4JUABCT_DEMO	200	316	STDVINEDEMO	project\vine\sv\stdvinedemo	utd4juabct
UTD4MILLARDCT_DEMO	200	317	STDVINEDEMO	project\vine\sv\stdvinedemo	utd4millardct
UTD4OREMCT_DEMO	200	318	STDVINEDEMO	project\vine\sv\stdvinedemo	utd4oremct
UTD4PROVOCT_DEMO	200	319	STDVINEDEMO	project\vine\sv\stdvinedemo	utd4provoct
UTD4SPANISHFORKCT_DEMO	200	320	STDVINEDEMO	project\vine\sv\stdvinedemo	utd4spanishforkct
UTD5BEAVERCT_DEMO	200	321	STDVINEDEMO	project\vine\sv\stdvinedemo	utd5beaverct
UTD5CEDERCT_DEMO	200	322	STDVINEDEMO	project\vine\sv\stdvinedemo	utd5cederct
UTD5STGEORGECT_DEMO	200	323	STDVINEDEMO	project\vine\sv\stdvinedemo	utd5stgeorgect
UTD6FUNCTIONCT_DEMO	200	324	STDVINEDEMO	project\vine\sv\stdvinedemo	utd6functionct
UTD6KANABCT_DEMO	200	325	STDVINEDEMO	project\vine\sv\stdvinedemo	utd6kanabct
UTD6LOACT_DEMO	200	326	STDVINEDEMO	project\vine\sv\stdvinedemo	utd6loact
UTD6MANTICT_DEMO	200	327	STDVINEDEMO	project\vine\sv\stdvinedemo	utd6mantict
UTD6PANGUITCHCT_DEMO	200	328	STDVINEDEMO	project\vine\sv\stdvinedemo	utd6panguitchct
UTD6SEVIERCT_DEMO	200	329	STDVINEDEMO	project\vine\sv\stdvinedemo	utd6sevierct
UTD7CASTLEDALECT_DEMO	200	330	STDVINEDEMO	project\vine\sv\stdvinedemo	utd7castledalect
UTD7MOABCT_DEMO	200	331	STDVINEDEMO	project\vine\sv\stdvinedemo	utd7moabct
UTD7MONTICELLOCT_DEMO	200	332	STDVINEDEMO	project\vine\sv\stdvinedemo	utd7monticelloct
UTD7PRICECT_DEMO	200	333	STDVINEDEMO	project\vine\sv\stdvinedemo	utd7pricect
UTD8DUCHESNECT_DEMO	200	334	STDVINEDEMO	project\vine\sv\stdvinedemo	utd8duchesnect
UTD8MANILACT_DEMO	200	335	STDVINEDEMO	project\vine\sv\stdvinedemo	utd8manilact
UTD8ROOSEVELTCT_DEMO	200	336	STDVINEDEMO	project\vine\sv\stdvinedemo	utd8rooseveltct
UTD8VERNALCT_DEMO	200	337	STDVINEDEMO	project\vine\sv\stdvinedemo	utd8vernalct
UTDOC_DEMO	200	900	STDVINEDEMO	project\vine\sv\stdvinedemo	utdoc
KYDJJFALSE	18000	299	KY_KYSTATE	project\vine\ky\kystate	kydjjfalse
ILMACONCT	14004	108	IL_ILSTATE	project\vine\il\ilstate	ilmaconct
KYARHMH	18000	170	KY_KYSTATE	project\vine\ky\kystate	kyarhmh
NJATLANTICJA1	31000	1	NJ_STATE	project\vine\nj\njstate	njatlanticja
NJBERGENJA	31000	2	NJ_STATE	project\vine\nj\njstate	njbergenja
NJBURLINGTONJA	31000	3	NJ_STATE	project\vine\nj\njstate	njburlingtonja
ILCOOKPR	14003	3	IL_COOK	project\vine\il\ilcook	ilcookpr
LATERREBONNECT	19000	355	LA_LASTATE	project\vine\la\lastate	laterrebonnect
LAEVANGELINECT	19000	320	LA_LASTATE	project\vine\la\lastate	laevangelinect
LALAFOURCHECT	19000	330	LA_LASTATE	project\vine\la\lastate	lalafourchect
LAEASTFELICIANACT	19000	319	LA_LASTATE	project\vine\la\lastate	laeastfelicianact
LASTJAMESCT	19000	347	LA_LASTATE	project\vine\la\lastate	lastjamesct
LASTTAMMANYCT	19000	352	LA_LASTATE	project\vine\la\lastate	lasttammanyct
LALASALLEJA	19000	28	LA_LASTATE	project\vine\la\lastate	lalasalleja
UTBEAVERJA_TTS	96	1	TTS DEMO	project\vine\ttsdemo	utbeaverja
UTBOXELDERJA_TTS	96	2	TTS DEMO	project\vine\ttsdemo	utboxelderja
UTCACHEJA_TTS	96	3	TTS DEMO	project\vine\ttsdemo	utcacheja
UTCARBONJA_TTS	96	4	TTS DEMO	project\vine\ttsdemo	utcarbonja
UTDAGGETTJA_TTS	96	5	TTS DEMO	project\vine\ttsdemo	utdaggettja
UTDAVISJA_TTS	96	6	TTS DEMO	project\vine\ttsdemo	utdavisja
UTDUCHESNEJA_TTS	96	7	TTS DEMO	project\vine\ttsdemo	utduchesneja
UTEMERYJA_TTS	96	8	TTS DEMO	project\vine\ttsdemo	utemeryja
UTGARFIELDJA_TTS	96	9	TTS DEMO	project\vine\ttsdemo	utgarfieldja
UTGRANDJA_TTS	96	10	TTS DEMO	project\vine\ttsdemo	utgrandja
UTIRONJA_TTS	96	11	TTS DEMO	project\vine\ttsdemo	utironja
UTJUABJA_TTS	96	12	TTS DEMO	project\vine\ttsdemo	utjuabja
UTKANEJA_TTS	96	13	TTS DEMO	project\vine\ttsdemo	utkaneja
UTMILLARDJA_TTS	96	14	TTS DEMO	project\vine\ttsdemo	utmillardja
UTRICHJA_TTS	96	15	TTS DEMO	project\vine\ttsdemo	utrichja
UTSALTLAKEJA_TTS	96	16	TTS DEMO	project\vine\ttsdemo	utsaltlakeja
UTSANJUANJA_TTS	96	17	TTS DEMO	project\vine\ttsdemo	utsanjuanja
UTSANPETEJA_TTS	96	18	TTS DEMO	project\vine\ttsdemo	utsanpeteja
UTSEVIERJA_TTS	96	19	TTS DEMO	project\vine\ttsdemo	utsevierja
UTSUMMITJA_TTS	96	20	TTS DEMO	project\vine\ttsdemo	utsummitja
UTTOOELEJA_TTS	96	21	TTS DEMO	project\vine\ttsdemo	uttooeleja
UTUINTAHJA_TTS	96	22	TTS DEMO	project\vine\ttsdemo	utuintahja
UTUTAHJA_TTS	96	23	TTS DEMO	project\vine\ttsdemo	ututahja
UTWASATCHJA_TTS	96	24	TTS DEMO	project\vine\ttsdemo	utwasatchja
UTWASHINGTONJA_TTS	96	25	TTS DEMO	project\vine\ttsdemo	utwashingtonja
UTWEBERJA_TTS	96	26	TTS DEMO	project\vine\ttsdemo	utweberja
UTD1BOXELDERCT_TTS	96	301	TTS DEMO	project\vine\ttsdemo	utd1boxelderct
UTD1CACHECT_TTS	96	302	TTS DEMO	project\vine\ttsdemo	utd1cachect
UTD1RICHCT_TTS	96	303	TTS DEMO	project\vine\ttsdemo	utd1richct
UTD2BOUNTIFULCT_TTS	96	304	TTS DEMO	project\vine\ttsdemo	utd2bountifulct
UTD2FARMINGTONCT_TTS	96	305	TTS DEMO	project\vine\ttsdemo	utd2farmingtonct
UTD2LAYTONCT_TTS	96	306	TTS DEMO	project\vine\ttsdemo	utd2laytonct
UTD2MORGANCT_TTS	96	307	TTS DEMO	project\vine\ttsdemo	utd2morganct
UTD2OGDENCT_TTS	96	308	TTS DEMO	project\vine\ttsdemo	utd2ogdenct
UTD3SALTLAKECT_TTS	96	309	TTS DEMO	project\vine\ttsdemo	utd3saltlakect
UTD3SANDYCT_TTS	96	310	TTS DEMO	project\vine\ttsdemo	utd3sandyct
UTD3SILVERSUMMITCT_TTS	96	311	TTS DEMO	project\vine\ttsdemo	utd3silversummitct
UTD3TOOELECT_TTS	96	312	TTS DEMO	project\vine\ttsdemo	utd3tooelect
UTD3WESTVALLEYCT_TTS	96	313	TTS DEMO	project\vine\ttsdemo	utd3westvalleyct
UTD4AMERICANFORKCT_TTS	96	314	TTS DEMO	project\vine\ttsdemo	utd4americanforkct
UTD4HEBERCT_TTS	96	315	TTS DEMO	project\vine\ttsdemo	utd4heberct
UTD4JUABCT_TTS	96	316	TTS DEMO	project\vine\ttsdemo	utd4juabct
UTD4MILLARDCT_TTS	96	317	TTS DEMO	project\vine\ttsdemo	utd4millardct
UTD4OREMCT_TTS	96	318	TTS DEMO	project\vine\ttsdemo	utd4oremct
UTD4PROVOCT_TTS	96	319	TTS DEMO	project\vine\ttsdemo	utd4provoct
CAIMPERIALJA	5011	1	CA_IMPERIAL	project\vine\ca\caimperialja	
LAIBERVILLECT	19000	324	LA_LASTATE	project\vine\la\lastate	laibervillect
KYESCAPE	18500	100	KY_ESCAPE	project\vine\ky\kyescape	kyescape
ILGALLATINCT	14004	58	IL_ILSTATE	project\vine\il\ilstate	ilgallatinct
MADISON570XX	34003	1302	NC_STATE	project\vine\nc\ncstate	
AZTUCSONJA	3003	1	AZ_TUCSON	project\vine\az\aztucsonja	
GAGWINNETTJA	11002	6	GA_GWINNETT	project\vine\ga\gagwinnettja	
VWAUSTIN	201	308	VINEWatch DEMO	project\vine\sv\vwdemo	vwaustin
VWHENDERSON	201	398	VINEWatch DEMO	project\vine\sv\vwdemo	vwhenderson
TXWALLER	44900	517	TX_Statewide	project\vine\tx\txstate	txwaller
TXSCHLEICHERJA	44900	488	TX_Statewide	project\vine\tx\txstate	txschleicherja
MOCASSCT	26000	318	MO_STATE	project\vine\mo\mostate	mocassct
MOBUCHANANJA	26000	11	MO_STATE	project\vine\mo\mostate	mobuchananja
MOFRANKLINJA	26000	36	MO_STATE	project\vine\mo\mostate	mofranklinja
MOMERCERJA	26000	66	MO_STATE	project\vine\mo\mostate	momercerja
MOPHELPSJA	26000	82	MO_STATE	project\vine\mo\mostate	mophelpsja
MOSHELBYJA	26000	98	MO_STATE	project\vine\mo\mostate	moshelbyja
MOBUTLERCT	26000	311	MO_STATE	project\vine\mo\mostate	mobutlerct
MOGENTRYCT	26000	337	MO_STATE	project\vine\mo\mostate	mogentryct
MOKNOXCT	26000	351	MO_STATE	project\vine\mo\mostate	moknoxct
MOLACLEDECT	26000	352	MO_STATE	project\vine\mo\mostate	molacledect
MOMORGANCT	26000	370	MO_STATE	project\vine\mo\mostate	momorganct
MONEWMADRIDCT	26000	371	MO_STATE	project\vine\mo\mostate	monewmadridct
MORAYCT	26000	388	MO_STATE	project\vine\mo\mostate	morayct
MOTEXASCT	26000	405	MO_STATE	project\vine\mo\mostate	motexasct
MOWDCACT	26000	503	MO_STATE	project\vine\mo\mostate	mowdcact
CAORANGEJA	5004	1	CA_ORANGE	project\vine\ca\caorangeja	
MOJOHNSONCT	26000	350	MO_STATE	project\vine\mo\mostate	mojohnsonct
MOLIVINGSTONCT	26000	358	MO_STATE	project\vine\mo\mostate	molivingstonct
LABIENVILLEJA_TEST	19000	365	LA_LASTATE	project\vine\la\lastate	labienvilleja_test
ILVERMILIONJA	14004	181	IL_ILSTATE	project\vine\il\ilstate	ilvermilionja
ORLANEJA	38000	20	OR_ORSTATE	project\vine\or\orstate	orlaneja
ORDOC	38000	900	OR_ORSTATE	project\vine\or\orstate	ordoc
ILCRAWFORDCT	14004	32	IL_ILSTATE	project\vine\il\ilstate	ilcrawfordct
SCDOC_1	141900	1	SC_DOC_1	project\vine\sc\scdoc_1	
KYTRAININGJA	999100	1	Script Training	/project/vine/training/cmarion	kytrainingja
ARIZARDPR	4999	74	AR_ARSTATE	project\vine\ar\arstate	arizardpr
ARMONTGOMERYPR	4999	128	AR_ARSTATE	project\vine\ar\arstate	armontgomerypr
ARNEWTONPR	4999	133	AR_ARSTATE	project\vine\ar\arstate	arnewtonpr
ARSEVIERPR	4999	176	AR_ARSTATE	project\vine\ar\arstate	arsevierpr
FLEVERCOM	10000	1000	FLState	project\vine\fl\flstate	
NMDONAANAJA	32001	1	NM_DONA_ANA	project\vine\nm\nmdonaana	nmdonaanaja
AREVERCOM	4999	500	AR_ARSTATE	project\vine\ar\arstate	arevercom
MSHANCOCKJA	25600	1	MS - Pegasus Project	project\gov\pegasus\ms	mshancockja
MSHARRISONJA	25600	2	MS - Pegasus Project	project\gov\pegasus\ms	msharrisonja
MSJACKSONJA	25600	3	MS - Pegasus Project	project\gov\pegasus\ms	msjacksonja
SCFAIRFIELDJA	41600	1	SC - Pegasus Project	project/gov/pegasus/sc	scfairfieldja
MOJHS	26000	951	MO_STATE	project\vine\mo\mostate	mojhs
MSTRICOUNTYJA	25600	4	MS - Pegasus Project	project\gov\pegasus\ms	mstricountyja
MSDOC	25600	900	MS - Pegasus Project	project\gov\pegasus\ms	msdoc
ARUNIOJA_3	204999	181	AR_ARSTATE_3	project\vine\ar\arstate_3	arunioja_3
ARUNIOPR_3	204999	182	AR_ARSTATE_3	project\vine\ar\arstate_3	aruniopr_3
ARPOLKJA_3	204999	146	AR_ARSTATE_3	project\vine\ar\arstate_3	arpolkja_3
ARPOLKPR_3	204999	147	AR_ARSTATE_3	project\vine\ar\arstate_3	arpolkpr_3
ARPOPEJA_3	204999	149	AR_ARSTATE_3	project\vine\ar\arstate_3	arpopeja_3
ARPOPEPR_3	204999	150	AR_ARSTATE_3	project\vine\ar\arstate_3	arpopepr_3
ARPULAJA_3	204999	154	AR_ARSTATE_3	project\vine\ar\arstate_3	arpulaja_3
ARPULAPR_3	204999	156	AR_ARSTATE_3	project\vine\ar\arstate_3	arpulapr_3
ARGREEJA_3	204999	63	AR_ARSTATE_3	project\vine\ar\arstate_3	argreeja_3
ARGREEPR_3	204999	64	AR_ARSTATE_3	project\vine\ar\arstate_3	argreepr_3
ARHOTSJA_3	204999	67	AR_ARSTATE_3	project\vine\ar\arstate_3	arhotsja_3
ARHOTSPR_3	204999	68	AR_ARSTATE_3	project\vine\ar\arstate_3	arhotspr_3
ARAG_3	204999	81	AR_ARSTATE_3	project\vine\ar\arstate_3	arag_3
ARJEFFJA_3	204999	82	AR_ARSTATE_3	project\vine\ar\arstate_3	arjeffja_3
ARJEFFPR_3	204999	84	AR_ARSTATE_3	project\vine\ar\arstate_3	arjeffpr_3
ARDOC_3	204999	86	AR_ARSTATE_3	project\vine\ar\arstate_3	ardoc_3
ARARKAJA_3	204999	1	AR_ARSTATE_3	project\vine\ar\arstate_3	ararkaja_3
ARASHLJA_3	204999	4	AR_ARSTATE_3	project\vine\ar\arstate_3	arashlja_3
ARASHLPR_3	204999	5	AR_ARSTATE_3	project\vine\ar\arstate_3	arashlpr_3
ARBENTJA_3	204999	9	AR_ARSTATE_3	project\vine\ar\arstate_3	arbentja_3
ARBENTPR_3	204999	10	AR_ARSTATE_3	project\vine\ar\arstate_3	arbentpr_3
ARBOONJA_3	204999	11	AR_ARSTATE_3	project\vine\ar\arstate_3	arboonja_3
ARBOONPR_3	204999	12	AR_ARSTATE_3	project\vine\ar\arstate_3	arboonpr_3
ARCLARJA_3	204999	23	AR_ARSTATE_3	project\vine\ar\arstate_3	arclarja_3
ARCLARPR_3	204999	24	AR_ARSTATE_3	project\vine\ar\arstate_3	arclarpr_3
ARCLAYJA_3	204999	27	AR_ARSTATE_3	project\vine\ar\arstate_3	arclayja_3
ARCRAIJA_3	204999	36	AR_ARSTATE_3	project\vine\ar\arstate_3	arcraija_3
ARCRAIPR_3	204999	37	AR_ARSTATE_3	project\vine\ar\arstate_3	arcraipr_3
ARDALLPR_3	204999	45	AR_ARSTATE_3	project\vine\ar\arstate_3	ardallpr_3
ARDALLJA_3	204999	46	AR_ARSTATE_3	project\vine\ar\arstate_3	ardallja_3
NJDOC	31000	900	NJ_STATE	project\vine\nj\njstate	njdoc
NJJJC	31000	800	NJ_STATE	project\vine\nj\njstate	njjjc
CCIS	31000	100	NJ_STATE	project\vine\nj\njstate	ccis
MNRAMSEYCF	24002	93	MN_MNSTATE	project\vine\mn\mnstate	mnramseycf
UTCACHERMS	45000	2500	UT_UTSTATE	project\vine\ut\utstate	utcacherms
MSHINDSJA	25600	5	MS - Pegasus Project	project\gov\pegasus\ms	mshindsja
IATESTJA	16001	9	IA_STORY	project\vine\ia\iastoryja	iatestja
MOKANSASCITYPD	26000	121	MO_STATE	project\vine\mo\mostate	mokansascitypd
MSJACKSONPD	25600	6	MS - Pegasus Project	project\gov\pegasus\ms	msjacksonpd
UTWASATCHRMS	45000	2502	UT_UTSTATE	project\vine\ut\utstate	utwasatchrms
UTMILLARDRMS	45000	2503	UT_UTSTATE	project\vine\ut\utstate	utmillardrms
UTSEVIERRMS	45000	2504	UT_UTSTATE	project\vine\ut\utstate	utsevierrms
MICOURTS	23005	905	MI_MISTATE	project\vine\mi\mistate	micourts
WAABERDEENPD	48626	1	WA_WASTATE	project\vine\wa\wastate	waaberdeenpd
WAADAMSJA	48626	2	WA_WASTATE	project\vine\wa\wastate	waadamsja
WAAUBURNPD	48626	4	WA_WASTATE	project\vine\wa\wastate	waauburnpd
WABENTONJA	48626	5	WA_WASTATE	project\vine\wa\wastate	wabentonja
WABUCKLEYPD	48626	6	WA_WASTATE	project\vine\wa\wastate	wabuckleypd
WACLALLAMJA	48626	9	WA_WASTATE	project\vine\wa\wastate	waclallamja
WACLARKJA	48626	10	WA_WASTATE	project\vine\wa\wastate	waclarkja
WACOLUMBIAJA	48626	11	WA_WASTATE	project\vine\wa\wastate	wacolumbiaja
WAFORKSPD	48626	15	WA_WASTATE	project\vine\wa\wastate	waforkspd
WAGARFIELDJA	48626	17	WA_WASTATE	project\vine\wa\wastate	wagarfieldja
WAGRAYSHARBORJA	48626	20	WA_WASTATE	project\vine\wa\wastate	wagraysharborja
WAISLANDJA	48626	22	WA_WASTATE	project\vine\wa\wastate	waislandja
WAISSAQUAHPD	48626	23	WA_WASTATE	project\vine\wa\wastate	waissaquahpd
WAJEFFERSONJA	48626	24	WA_WASTATE	project\vine\wa\wastate	wajeffersonja
WAKENTCC	48626	25	WA_WASTATE	project\vine\wa\wastate	wakentcc
WAKIRKLANDPD	48626	27	WA_WASTATE	project\vine\wa\wastate	wakirklandpd
WAKITSAPJA	48626	28	WA_WASTATE	project\vine\wa\wastate	wakitsapja
WAKITTITASJA	48626	29	WA_WASTATE	project\vine\wa\wastate	wakittitasja
WALEWISJA	48626	31	WA_WASTATE	project\vine\wa\wastate	walewisja
WALINCOLNJA	48626	32	WA_WASTATE	project\vine\wa\wastate	walincolnja
WALYNNWOODPD	48626	33	WA_WASTATE	project\vine\wa\wastate	walynnwoodpd
WAMARYSVILLEPD	48626	34	WA_WASTATE	project\vine\wa\wastate	wamarysvillepd
WAMASONJA	48626	35	WA_WASTATE	project\vine\wa\wastate	wamasonja
WAOAKHARBORPD	48626	36	WA_WASTATE	project\vine\wa\wastate	waoakharborpd
WAOKANOGANJA	48626	37	WA_WASTATE	project\vine\wa\wastate	waokanoganja
WAPACIFICJA	48626	39	WA_WASTATE	project\vine\wa\wastate	wapacificja
WAPENDOREILLEJA	48626	40	WA_WASTATE	project\vine\wa\wastate	wapendoreilleja
WAPIERCEJA	48626	41	WA_WASTATE	project\vine\wa\wastate	wapierceja
WAPUYALLUPPD	48626	42	WA_WASTATE	project\vine\wa\wastate	wapuyalluppd
WARENTONPD	48626	43	WA_WASTATE	project\vine\wa\wastate	warentonpd
WASANJUANJA	48626	44	WA_WASTATE	project\vine\wa\wastate	wasanjuanja
WASKAGITJA	48626	45	WA_WASTATE	project\vine\wa\wastate	waskagitja
WASKAMANIAJA	48626	46	WA_WASTATE	project\vine\wa\wastate	waskamaniaja
WASPOKANEJA	48626	48	WA_WASTATE	project\vine\wa\wastate	waspokaneja
WASTEVENSJA	48626	49	WA_WASTATE	project\vine\wa\wastate	wastevensja
WASUNNYSIDEPD	48626	50	WA_WASTATE	project\vine\wa\wastate	wasunnysidepd
WAWAHKIAKUMJA	48626	52	WA_WASTATE	project\vine\wa\wastate	wawahkiakumja
WATHURSTONJA	48626	51	WA_WASTATE	project\vine\wa\wastate	wathurstonja
WAWALLAWALLAJA	48626	53	WA_WASTATE	project\vine\wa\wastate	wawallawallaja
WAWHATCOMJA	48626	55	WA_WASTATE	project\vine\wa\wastate	wawhatcomja
WAWHITMANJA	48626	56	WA_WASTATE	project\vine\wa\wastate	wawhitmanja
WAYAKIMAJA	48626	57	WA_WASTATE	project\vine\wa\wastate	wayakimaja
WAYAKIMAPD	48626	58	WA_WASTATE	project\vine\wa\wastate	wayakimapd
TXEVERCOM	44900	1200	TX_Statewide	project\vine\tx\txstate	txevercom
MIAGO	23005	906	MI_MISTATE	project\vine\mi\mistate	miago
TESTAGENCY1	888888	1	VINETEST	project\vine\vinetest\testsite	testagency1
ARDCC	4999	2502	AR_ARSTATE	project\vine\ar\arstate	ardcc
ORLOCKWORKS	38000	800	OR_ORSTATE	project\vine\or\orstate	orlockworks
MSHINDSRMS	25600	7	MS - Pegasus Project	project\gov\pegasus\ms	mshindsrms
ALCALHOUNJA	1600	1	AL - Pegasus Project	project/gov/pegasus/al	alcalhounja
SDHUGHESJA	42600	2	SD - Pegasus Project	project/gov/pegasus/sd	sdhughesja
ORMULTNOMAHC2C	38003	1	OR_Multnomah_C2C	project\gov\c2c\or\multnomah	
NCHENDERSONPR	34003	1045	NC_STATE	project\vine\nc\ncstate	nchendersonpr
NCCHEROKEEPR	34003	1019	NC_STATE	project\vine\nc\ncstate	nccherokeepr
IAMARSHALLJA	16600	1	IA - Pegasus Project	project/gov/pegasus/ia	iamarshallja
WATOPPENISHPD	48626	66	WA_WASTATE	project\vine\wa\wastate	watoppenishpd
LAPOINTECOUPEEJA	19000	39	LA_LASTATE	project\vine\la\lastate	lapointecoupeeja
NCSTOKESRMS	34003	2500	NC_STATE	project\vine\nc\ncstate	ncstokesrms
NMDONAANACT	32001	14	NM_DONA_ANA	project\vine\nm\nmdonaana	nmdonaanact
MIALCOJA_1	123005	1	MI_MISTATE_1	project\vine\mi\mistate_1	mialconaja_1
MIALGEJA_1	123005	2	MI_MISTATE_1	project\vine\mi\mistate_1	mialgerja_1
MIALLEJA_1	123005	3	MI_MISTATE_1	project\vine\mi\mistate_1	mialleganja_1
MIALPEJA_1	123005	4	MI_MISTATE_1	project\vine\mi\mistate_1	mialpenaja_1
MIANTRJA_1	123005	5	MI_MISTATE_1	project\vine\mi\mistate_1	miantrimja_1
MIARENJA_1	123005	6	MI_MISTATE_1	project\vine\mi\mistate_1	miarenacja_1
MIBARAJA_1	123005	7	MI_MISTATE_1	project\vine\mi\mistate_1	mibaragaja_1
MIBARRJA_1	123005	8	MI_MISTATE_1	project\vine\mi\mistate_1	mibarryja_1
MIBAYJA_1	123005	9	MI_MISTATE_1	project\vine\mi\mistate_1	mibayja_1
MIBENZJA_1	123005	10	MI_MISTATE_1	project\vine\mi\mistate_1	mibenzieja_1
MIBERRIANJA_1	123005	11	MI_MISTATE_1	project\vine\mi\mistate_1	miberrianja_1
MIBRANJA_1	123005	12	MI_MISTATE_1	project\vine\mi\mistate_1	mibranchja_1
MICALHJA_1	123005	13	MI_MISTATE_1	project\vine\mi\mistate_1	micalhounja_1
MICASSJA_1	123005	14	MI_MISTATE_1	project\vine\mi\mistate_1	micassja_1
MICHARJA_1	123005	15	MI_MISTATE_1	project\vine\mi\mistate_1	micharlevoixja_1
MICHEBJA_1	123005	16	MI_MISTATE_1	project\vine\mi\mistate_1	micheboyganja_1
MICHIPJA_1	123005	17	MI_MISTATE_1	project\vine\mi\mistate_1	michippewaja_1
MICLARJA_1	123005	18	MI_MISTATE_1	project\vine\mi\mistate_1	miclareja_1
MICLINJA_1	123005	19	MI_MISTATE_1	project\vine\mi\mistate_1	miclintonja_1
MICRAWJA_1	123005	20	MI_MISTATE_1	project\vine\mi\mistate_1	micrawfordja_1
MIDELTJA_1	123005	21	MI_MISTATE_1	project\vine\mi\mistate_1	mideltaja_1
MIDICKJA_1	123005	22	MI_MISTATE_1	project\vine\mi\mistate_1	midickinsonja_1
MIEATOJA_1	123005	23	MI_MISTATE_1	project\vine\mi\mistate_1	mieatonja_1
MIEMMEJA_1	123005	24	MI_MISTATE_1	project\vine\mi\mistate_1	miemmetja_1
MIGENESEEJA_1	123005	25	MI_MISTATE_1	project\vine\mi\mistate_1	migeneseeja_1
MIGLADJA_1	123005	26	MI_MISTATE_1	project\vine\mi\mistate_1	migladwinja_1
MIGOGEJA_1	123005	27	MI_MISTATE_1	project\vine\mi\mistate_1	migogebicja_1
MIGRANJA_1	123005	28	MI_MISTATE_1	project\vine\mi\mistate_1	migrandtraverseja_1
MIGRATJA_1	123005	29	MI_MISTATE_1	project\vine\mi\mistate_1	migratiotja_1
MIHILLJA_1	123005	30	MI_MISTATE_1	project\vine\mi\mistate_1	mihillsdaleja_1
MIHOUGJA_1	123005	31	MI_MISTATE_1	project\vine\mi\mistate_1	mihoughtonja_1
MIHUROJA_1	123005	32	MI_MISTATE_1	project\vine\mi\mistate_1	mihuronja_1
MIINGHJA_1	123005	33	MI_MISTATE_1	project\vine\mi\mistate_1	miinghamja_1
MIIONIJA_1	123005	34	MI_MISTATE_1	project\vine\mi\mistate_1	miioniaja_1
MIIOSCJA_1	123005	35	MI_MISTATE_1	project\vine\mi\mistate_1	miioscoja_1
MIIRONJA_1	123005	36	MI_MISTATE_1	project\vine\mi\mistate_1	miironja_1
MIISABELLAJA_1	123005	37	MI_MISTATE_1	project\vine\mi\mistate_1	miisabellaja_1
MIJACKJA_1	123005	38	MI_MISTATE_1	project\vine\mi\mistate_1	mijacksonja_1
MIKALAJA_1	123005	39	MI_MISTATE_1	project\vine\mi\mistate_1	mikalamazooja_1
MIKALKJA_1	123005	40	MI_MISTATE_1	project\vine\mi\mistate_1	mikalkaskaja_1
MIKENTJA_1	123005	41	MI_MISTATE_1	project\vine\mi\mistate_1	mikentja_1
MIKEWEJA_1	123005	42	MI_MISTATE_1	project\vine\mi\mistate_1	mikeweenawja_1
MILAKEJA_1	123005	43	MI_MISTATE_1	project\vine\mi\mistate_1	milakeja_1
MILAPEJA_1	123005	44	MI_MISTATE_1	project\vine\mi\mistate_1	milapeerja_1
MILEELJA_1	123005	45	MI_MISTATE_1	project\vine\mi\mistate_1	mileelanauja_1
MILENAJA_1	123005	46	MI_MISTATE_1	project\vine\mi\mistate_1	milenaweeja_1
MILIVIJA_1	123005	47	MI_MISTATE_1	project\vine\mi\mistate_1	milivingstonja_1
MILUCEJA_1	123005	48	MI_MISTATE_1	project\vine\mi\mistate_1	miluceja_1
MIMACKINACJA_1	123005	49	MI_MISTATE_1	project\vine\mi\mistate_1	mimackinacja_1
MIMACOJA_1	123005	50	MI_MISTATE_1	project\vine\mi\mistate_1	mimacombja_1
MIMANIJA_1	123005	51	MI_MISTATE_1	project\vine\mi\mistate_1	mimanisteeja_1
MIMARQJA_1	123005	52	MI_MISTATE_1	project\vine\mi\mistate_1	mimarquetteja_1
MIMASOJA_1	123005	53	MI_MISTATE_1	project\vine\mi\mistate_1	mimasonja_1
MIMECOSTAJA_1	123005	54	MI_MISTATE_1	project\vine\mi\mistate_1	mimecostaja_1
MIMENOJA_1	123005	55	MI_MISTATE_1	project\vine\mi\mistate_1	mimenomineeja_1
MIMIDLJA_1	123005	56	MI_MISTATE_1	project\vine\mi\mistate_1	mimidlandja_1
MIMISSJA_1	123005	57	MI_MISTATE_1	project\vine\mi\mistate_1	mimissaukeeja_1
MIMONRJA_1	123005	58	MI_MISTATE_1	project\vine\mi\mistate_1	mimonroeja_1
